Fecha,Total,Vlan100(routerpinas),Vlan200(routerpinas),Vlan100(routerbabahoyo),Vlan200(routerbabahoyo),Vlan100(routerguaranda),Vlan200(routerguaranda),Vlan100(routerlagoagrio),Vlan200(routerlagoagrio),Vlan100(routermachala),Vlan200(routermachala),Vlan100(routeresmeraldas),Vlan100(routerposorja),Vlan200(routerposorja),Vlan100(routervirgendefatima),Vlan200(routervirgendefatima),Vlan100(routerpifo),Vlan200(routerpifo),Vlan100(routerjipijapa),Vlan200(routerjipijapa),Vlan100(routerstodomingo),Vlan200(routerstodomingo),Vlan100(routerbanos),Vlan200(routerbanos),Vlan100(routerotavalo),Vlan200(routerotavalo),Vlan100(routerambato),Vlan200(routerambato),Vlan100(routerduran),Vlan200(routerduran),Vlan100(routermilagro),Vlan200(routermilagro),Vlan100(routerloja),Vlan200(routerloja),Vlan100(routerlatacunga),Vlan200(routerlatacunga),Vlan100(routermanta),Vlan200(routermanta),Vlan100(routerportoviejo),Vlan200(routerportoviejo),Vlan100(routervinces),Vlan200(routervinces),Vlan100(routerpasaje),Vlan200(routerpasaje),Vlan100(routernaranjal),Vlan200(routernaranjal),Vlan100(routerpalestina),Vlan200(routerpalestina),Vlan100(routersalinas),Vlan200(routersalinas),Vlan100(routertulcan),Vlan200(routertulcan),Vlan100(routerriobamba),Vlan200(routerriobamba),Vlan100(routermacas),Vlan200(routermacas),Vlan100(routeribarra),Vlan200(routeribarra),Vlan100(routerdaule),Vlan200(routerdaule),Vlan100(routerbalzar),Vlan200(routerbalzar),Vlan100(routersalcedo),Vlan200(routersalcedo),Vlan100(routertabacundo),Vlan200(routertabacundo),Vlan100(routerzaruma),Vlan200(routerzaruma),Vlan100(routersantarosa),Vlan200(routersantarosa),Vlan100(routerbalsas),Vlan100(routerqvdo),Vlan200(routerbalsas),Vlan200(routerqvdo),Vlan100(routerprogreso),Vlan200(routerprogreso),Vlan100(routercuenca),Vlan200(routercuenca),Vlan100(routerplayas),Vlan200(routerplayas),Vlan100(routeralausi),Vlan200(routeralausi),Vlan100(routercoca),Vlan200(routercoca),Vlan100(routertena),Vlan200(routertena),Vlan100(routertarifa),Vlan200(routertarifa),Vlan100(routercayambe),Vlan200(routercayambe),Vlan100(routerpuyo),Vlan200(routerpuyo),Vlan100(routershushufindi),Vlan200(routershushufindi),Vlan100(routercotacachi),Vlan200(routercotacachi),Vlan100(routerquininde),Vlan200(routerquininde),Vlan100(routeratuntaqui),Vlan200(routeratuntaqui),Vlan100(routertonsupa),Vlan200(routertonsupa),Vlan100(routerpedernales),Vlan200(routerpedernales),Vlan100(routeresmeraldas2),Vlan200(routeresmeraldas2),Vlan1001(routeruiod),Vlan2001(routeruiod),Vlan1002(routeruiod),Vlan2002(routeruiod),Vlan1003(routeruiod),Vlan2003(routeruiod),Vlan2001(routeruiob),Vlan1001(routeruiob),Vlan1002(routeruioa),Vlan2002(routeruioa),Vlan1003(routeruioa),Vlan2003(routeruioa),Vlan1001(routeruioa),Vlan2001(routeruioa),Vlan2002(routeruios),Vlan1002(routeruios),Vlan2001(routeruios),Vlan1001(routeruios),Vlan2003(routeruios),Vlan1003(routeruios),Vlan2004(routeruios),Vlan1004(routeruios),Vlan2001(routeruiom),Vlan1001(routeruiom),Vlan2004(routeruiog),Vlan1004(routeruiog),Vlan1003(routeruiog),Vlan2003(routeruiog),Vlan1001(routergyem),Vlan2001(routergyem),Vlan2002(routergyem),Vlan1002(routergyem),Vlan2001(routergyea),Vlan1001(routergyea),Vlan1002(routergyea),Vlan2002(routergyea),Vlan1003(routergyea),Vlan2003(routergyea),Vlan1002(routergyei),Vlan2002(routergyei),Vlan2001(routergyei),Vlan1001(routergyei),Vlan2003(routergyei),Vlan1003(routergyei),Vlan1004(routergyei),Vlan2004(routergyei),Vlan2003(routergyes),Vlan2002(routergyes),Vlan1003(routergyes),Vlan1001(routergyes),Vlan3001(routergyes),Vlan2001(routergyes),Vlan1002(routergyes),Vlan4001(routergyes),Vlan1001(routergyec),Vlan2001(routergyec),Vlan1002(routergyec),Vlan2002(routergyec),Vlan1003(routergyec),Vlan2003(routergyec),Vlan1004(routergyec),Vlan2004(routergyec),Vlan3004(routergyec),Vlan1002(routergyek),Vlan2002(routergyek),Vlan1001(routergyek),Vlan1002(routergyek),Vlan2001(routergyek),Vlan2002(routergyek),Vlan100(routermontecristi),Vlan200(routermontecristi)
2020-06-18 04:00 - 06:00,135.48,0.05,0.1,0.4,0.33,0.13,0.11,0.0,0.0,0.82,0.99,0.02,0.14,-,0.11,0.13,0.32,0.21,0.18,0.15,0.93,0.71,0.06,0.07,0.44,0.45,0.76,1.15,0.15,0.18,-,0.7,0.11,0.24,0.16,0.24,1.67,1.41,0.86,0.73,0.12,0.12,0.0,0.0,0.08,0.0,0.02,0.0,1.35,0.96,0.08,0.11,1.47,1.62,0.01,0.0,1.17,0.91,0.08,0.16,0.15,-,0.0,0.0,0.09,0.0,0.02,0.0,0.05,0.0,0.02,1.18,0.0,0.94,0.01,-,0.67,0.9,0.23,0.11,-,-,0.08,0.24,0.13,0.04,0.04,-,0.17,0.25,0.17,0.19,0.01,0.01,0.11,0.0,0.01,0.02,0.16,0.1,0.1,0.04,0.02,0.01,0.45,0.83,2.3,3.04,2.89,1.57,1.89,2.28,2.35,2.74,-,0.93,0.65,0.35,3.1,3.1,2.74,3.43,2.56,2.01,1.84,1.53,0.94,1.26,1.74,1.69,1.76,3.34,1.75,1.63,1.44,1.16,1.05,1.37,1.79,1.8,1.79,2.36,0.77,0.35,3.06,3.36,2.28,1.14,1.37,0.93,1.06,0.67,1.64,2.55,3.32,1.37,3.06,2.86,2.1,1.06,1.26,1.03,0.18,0.15,0.44,0.25,0.02,0.01,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-18 06:00 - 08:00,412.95,0.22,0.13,1.19,1.08,0.39,0.3,0.0,0.0,1.95,2.29,0.06,0.37,-,0.23,0.39,0.84,0.59,0.75,0.79,3.22,2.71,0.13,0.18,1.07,1.14,2.55,3.31,0.38,0.45,-,2.28,0.57,0.43,0.54,0.83,5.15,5.02,3.52,2.96,0.38,0.35,0.0,0.0,0.11,0.0,0.05,0.0,5.08,3.32,0.13,0.27,4.91,5.15,0.0,0.0,2.05,2.64,0.3,0.26,0.29,-,0.0,0.0,0.17,0.0,0.05,0.0,0.11,0.0,0.07,2.66,0.0,3.08,0.02,-,2.16,2.48,0.38,0.35,-,-,0.27,0.67,0.4,0.08,0.12,-,0.52,0.82,0.52,0.6,0.01,0.07,0.32,0.0,0.02,0.07,0.51,0.27,0.33,0.16,0.03,0.02,1.32,2.35,7.35,9.3,8.24,4.25,5.55,7.43,7.29,8.32,-,2.74,2.25,1.05,9.17,9.17,8.25,10.57,7.7,6.02,5.42,4.68,2.8,3.85,5.35,4.99,4.95,10.09,5.74,4.36,3.39,3.43,3.6,4.5,6.17,6.52,6.13,6.93,2.56,1.16,9.63,9.67,7.61,3.63,4.67,3.48,3.4,1.99,6.05,7.54,9.93,4.23,8.54,8.51,6.87,3.58,3.2,2.9,0.35,0.41,0.73,0.33,0.06,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-18 08:00 - 10:00,570.64,0.24,0.2,1.5,1.37,0.6,0.44,0.0,0.0,2.86,3.17,0.1,0.54,-,0.37,0.57,1.14,0.8,0.93,0.98,4.51,3.45,0.21,0.26,1.28,1.37,3.42,4.43,0.53,0.64,-,3.27,0.71,0.71,0.71,1.19,7.15,6.44,6.42,4.48,0.51,0.51,0.0,0.0,0.13,0.0,0.06,0.0,7.19,4.79,0.19,0.36,6.76,7.33,0.0,0.02,3.29,4.09,0.32,0.42,0.39,-,0.0,0.01,0.22,0.0,0.08,0.0,0.19,0.0,0.12,3.85,0.0,4.45,0.02,-,2.94,3.56,0.5,0.54,-,-,0.31,0.83,0.7,0.13,0.16,-,0.71,0.88,0.8,0.92,0.01,0.03,0.44,0.0,0.03,0.1,0.76,0.34,0.47,0.26,0.04,0.04,2.03,3.3,10.24,12.28,11.19,6.0,8.0,9.59,9.74,11.55,-,3.77,2.83,1.41,11.29,11.29,11.17,13.93,10.12,8.28,7.28,6.79,3.84,5.22,6.8,6.35,7.45,13.25,7.83,6.36,4.6,4.97,5.13,5.41,7.73,8.7,8.54,9.48,3.47,1.5,13.44,13.63,11.17,5.19,6.91,4.72,4.9,3.01,9.1,11.06,14.12,5.46,11.59,11.72,10.4,5.51,4.75,4.3,0.69,0.56,1.21,0.49,0.14,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-18 10:00 - 12:00,620.52,0.2,0.22,1.65,1.47,0.6,0.46,0.0,0.0,3.17,3.48,0.1,0.59,-,0.42,0.57,1.22,0.83,0.99,1.13,4.62,3.5,0.21,0.27,1.28,1.56,3.66,4.81,0.58,0.71,-,3.54,0.71,0.71,0.68,1.24,7.77,6.7,7.39,5.21,0.58,0.57,0.0,0.0,0.16,0.0,0.05,0.0,7.98,5.03,0.21,0.42,7.06,7.44,0.02,0.02,3.29,4.46,0.39,0.39,0.45,-,0.0,0.01,0.2,0.0,0.09,0.0,0.25,0.0,0.15,3.97,0.0,5.03,0.03,-,3.06,3.57,0.58,0.54,-,-,0.37,0.97,0.76,0.12,0.22,-,0.72,0.86,0.84,1.08,0.01,0.04,0.47,0.0,0.05,0.09,0.76,0.42,0.57,0.22,0.05,0.04,2.26,3.66,10.87,13.31,12.07,6.49,8.53,10.04,9.74,11.83,-,3.98,3.15,1.52,11.74,11.74,12.26,14.99,11.14,9.2,7.77,7.56,4.22,5.67,7.32,6.88,7.64,14.13,7.87,6.6,4.9,5.49,5.43,6.1,7.85,8.86,9.43,10.93,3.95,1.6,15.38,14.82,12.75,6.1,7.54,5.16,5.62,3.36,10.14,12.43,16.2,6.4,13.55,13.34,11.98,6.41,5.43,4.81,0.71,0.66,1.3,0.56,0.18,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-18 12:00 - 14:00,663.12,0.25,0.25,1.76,1.51,0.67,0.56,0.0,0.0,3.08,3.97,0.09,0.72,-,0.35,0.68,1.13,0.94,1.12,1.13,4.63,3.67,0.24,0.35,1.28,1.86,3.83,4.91,0.63,0.7,-,3.89,0.7,0.72,0.68,1.26,7.68,7.2,7.56,5.62,0.63,0.61,0.0,0.0,0.14,0.0,0.08,0.0,7.99,5.36,0.25,0.46,7.24,7.62,0.01,0.01,3.51,4.46,0.37,0.47,0.47,-,0.0,0.01,0.2,0.0,0.1,0.0,0.21,0.0,0.24,4.99,0.0,5.52,0.03,-,3.08,3.83,0.57,0.56,-,-,0.44,0.98,0.86,0.13,0.26,-,0.74,0.97,0.99,1.09,0.03,0.03,0.46,0.0,0.05,0.09,0.71,0.46,0.63,0.23,0.06,0.09,2.4,4.05,11.35,14.34,12.46,6.77,8.42,10.55,9.81,11.6,-,4.04,2.99,1.56,12.21,12.21,12.54,15.73,11.87,9.92,8.43,7.49,4.17,6.14,7.91,7.21,7.79,14.26,7.92,6.8,5.41,5.77,5.67,6.21,7.61,9.0,9.99,11.62,3.96,1.6,25.96,15.63,13.14,5.98,8.03,5.55,5.68,3.61,10.87,13.72,18.43,7.19,14.76,15.34,13.62,6.9,5.99,5.35,0.7,0.63,1.42,0.63,0.19,0.06,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-18 14:00 - 16:00,721.12,0.27,0.24,1.81,1.7,0.82,0.65,0.0,0.0,3.27,4.17,0.12,0.74,-,0.38,0.75,1.32,1.05,1.15,1.23,5.12,3.99,0.26,0.36,1.44,1.9,3.98,5.51,0.7,0.78,-,3.9,0.74,0.8,0.9,1.34,-,7.88,8.0,6.0,0.63,0.65,0.0,0.0,0.13,0.0,0.08,0.0,-,6.17,0.27,0.48,7.99,8.0,0.01,0.02,3.7,5.34,0.43,0.44,0.46,-,0.0,0.01,0.26,0.0,0.1,0.0,0.25,0.0,0.14,5.15,0.0,5.8,0.04,-,3.35,4.19,0.62,0.58,-,-,0.41,1.05,0.91,0.18,0.25,-,0.87,1.06,1.08,1.3,0.03,0.03,0.55,0.0,0.04,0.1,0.81,0.5,0.69,0.26,0.06,0.09,2.64,4.5,13.4,16.61,14.69,8.13,10.23,12.74,11.25,13.66,-,4.79,3.57,1.83,14.62,14.62,15.03,18.3,13.97,11.87,10.04,9.04,4.79,6.94,9.01,8.8,9.42,16.15,9.37,8.25,5.73,6.26,6.66,6.84,8.16,9.55,10.38,12.39,4.14,1.67,27.9,15.56,13.76,6.44,8.01,6.44,6.0,3.81,12.05,14.77,19.23,7.64,16.05,16.24,14.92,7.59,6.27,5.65,0.76,0.63,1.43,0.79,0.19,0.09,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-18 16:00 - 18:00,743.84,0.27,0.23,1.89,1.59,0.7,0.68,0.0,0.0,3.27,4.04,0.09,0.68,-,0.38,0.77,1.34,1.08,1.1,1.26,5.3,4.16,0.26,0.34,1.42,1.97,4.31,5.8,0.67,0.78,-,3.84,0.82,0.77,0.9,1.51,7.96,7.86,8.0,6.12,0.66,0.72,0.0,0.0,0.15,0.0,0.07,0.0,-,6.11,0.26,0.46,7.99,8.0,0.01,0.01,3.91,5.27,0.54,0.43,0.44,-,0.0,0.01,0.26,0.0,0.12,0.0,0.25,0.0,0.19,5.19,0.0,6.04,0.06,-,3.54,4.41,0.64,0.65,-,-,0.42,1.07,0.72,0.19,0.25,-,0.9,1.06,1.11,1.35,0.01,0.08,0.55,0.0,0.05,0.1,0.86,0.49,0.68,0.3,0.05,0.08,2.68,4.51,14.0,17.15,15.52,8.43,10.78,13.06,11.83,14.11,-,5.25,3.81,1.72,14.51,14.51,16.12,19.13,14.55,11.81,10.49,9.92,5.2,7.41,9.04,8.83,9.42,16.22,9.59,9.51,6.01,6.16,6.66,6.76,8.46,9.69,10.46,12.25,4.23,1.84,27.9,17.59,13.76,6.83,7.99,6.44,6.01,3.57,11.82,14.77,19.01,7.64,16.12,15.77,14.7,7.59,6.09,5.65,0.74,0.63,1.61,0.78,0.21,0.09,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-18 18:00 - 20:00,755.14,0.28,0.29,1.96,1.78,0.79,0.63,0.0,0.0,3.43,4.16,0.12,0.69,-,0.5,0.83,1.39,1.27,1.2,1.24,5.41,4.39,0.3,0.38,1.67,2.1,4.5,6.02,0.7,0.89,-,4.26,0.81,0.87,0.9,1.41,-,7.97,7.95,6.23,0.81,0.72,0.0,0.0,0.14,0.0,0.06,0.0,-,6.2,0.27,0.56,7.99,-,0.0,0.04,4.02,5.45,0.54,0.53,0.57,-,0.0,0.01,0.3,0.0,0.13,0.0,0.37,0.0,0.16,5.03,0.0,5.93,0.03,-,3.69,4.58,0.78,0.63,-,-,0.48,1.15,0.74,0.2,0.31,-,0.9,1.21,1.12,1.35,0.01,0.04,0.64,0.0,0.06,0.1,0.87,0.58,0.69,0.31,0.06,0.1,2.77,4.64,14.34,18.46,16.54,8.5,11.28,13.14,12.31,15.31,-,5.47,4.15,1.82,15.0,15.0,16.71,21.69,15.83,12.48,10.84,10.2,5.2,7.83,9.12,9.08,9.84,16.91,10.19,9.51,6.47,6.38,6.72,7.28,9.02,10.2,11.82,13.23,4.56,2.15,19.25,18.0,15.64,7.61,9.36,6.56,6.63,3.98,12.43,15.0,19.43,8.51,16.82,17.32,15.13,7.66,6.44,5.75,0.71,0.54,1.65,0.7,0.16,0.06,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-18 20:00 - 22:00,843.65,0.35,0.29,1.96,1.83,0.93,0.72,0.0,0.0,3.99,5.09,0.1,0.77,-,0.47,0.82,1.52,1.4,1.21,1.27,5.81,4.82,0.29,0.42,1.73,2.13,4.95,6.8,0.86,0.93,-,4.88,0.97,0.92,0.9,1.42,-,7.97,7.95,7.05,0.93,0.74,0.0,0.0,0.15,0.0,0.08,0.0,-,7.0,0.32,0.54,7.98,-,0.01,0.04,4.47,6.53,0.56,0.58,0.54,-,0.0,0.01,0.25,0.0,0.15,0.0,0.35,0.0,0.15,5.45,0.0,6.83,0.04,-,4.35,5.31,0.78,0.7,-,-,0.45,1.17,0.77,0.22,0.33,-,0.81,1.22,1.19,1.38,0.01,0.05,0.64,0.0,0.04,0.14,0.96,0.56,0.75,0.33,0.07,0.1,3.07,5.08,16.38,19.74,17.97,9.99,12.31,14.94,14.94,18.42,-,6.1,4.49,1.9,17.07,17.07,17.43,22.54,16.78,13.35,11.76,11.01,5.7,8.17,9.64,9.67,11.89,19.18,12.3,10.49,7.26,7.32,7.91,8.17,11.75,12.8,12.83,14.65,5.4,2.22,21.02,21.49,16.54,8.0,10.52,6.89,7.29,4.32,14.53,17.44,23.43,9.23,20.23,19.5,17.01,9.09,7.04,6.85,0.57,0.69,1.65,0.83,0.15,0.07,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-18 22:00 - 24:00,851.0,0.35,0.25,1.96,1.83,0.9,0.69,0.0,0.0,3.82,4.93,0.1,0.74,-,0.44,0.82,1.45,1.33,1.19,1.27,5.81,4.82,0.29,0.4,1.67,2.13,4.95,6.6,0.83,0.89,-,4.88,0.94,0.92,0.88,1.42,7.73,7.91,8.0,6.66,0.81,0.72,0.0,0.0,0.13,0.0,0.07,0.0,-,6.75,0.24,0.51,8.0,7.92,0.02,0.01,4.33,6.53,0.41,0.51,0.54,-,0.0,0.0,0.22,0.0,0.13,0.0,0.26,0.0,0.12,5.45,0.0,6.73,0.07,-,4.35,5.3,0.71,0.67,-,-,0.43,1.14,0.67,0.18,0.33,-,0.8,1.17,1.17,1.36,0.02,0.04,0.62,0.0,0.04,0.11,0.96,0.51,0.69,0.32,0.06,0.05,3.0,4.79,15.7,19.74,17.83,9.99,12.31,14.94,14.94,17.54,-,5.56,4.31,1.82,16.86,16.86,16.86,21.55,16.3,12.76,11.76,10.71,5.53,8.17,9.55,9.67,11.68,19.18,12.3,10.49,7.16,7.32,7.82,8.17,11.75,12.25,12.62,14.52,5.24,2.19,21.02,21.49,16.54,7.68,10.52,6.89,7.14,4.32,17.6,17.44,23.43,9.33,20.23,19.5,17.01,9.09,7.22,6.85,0.53,0.68,1.73,0.83,0.13,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-19 00:00 - 02:00,587.71,0.24,0.17,1.61,0.9,0.5,0.43,0.0,0.0,2.87,3.49,0.07,0.42,-,0.25,0.47,0.85,0.66,0.77,0.79,3.77,2.87,0.2,0.23,1.06,1.26,3.17,4.52,0.56,0.52,-,3.15,0.73,0.67,0.58,1.03,6.71,6.53,7.63,5.33,0.46,0.49,0.0,0.0,0.09,0.0,0.03,0.0,7.63,4.64,0.16,0.33,6.0,6.18,0.01,0.0,2.81,3.97,0.28,0.28,0.36,-,0.0,0.0,0.16,0.0,0.08,0.0,0.16,0.0,0.11,3.55,0.0,4.36,0.03,-,3.21,3.89,0.48,0.46,-,-,0.29,0.66,0.52,0.13,0.15,-,0.48,0.6,0.78,0.89,0.01,0.02,0.4,0.0,0.04,0.1,0.54,0.44,0.45,0.18,0.04,0.02,2.31,3.57,10.43,12.36,11.4,6.46,7.82,9.77,9.15,11.35,-,3.54,2.92,1.05,10.29,10.29,10.85,13.73,9.86,8.41,7.76,6.84,3.55,5.36,6.7,6.64,7.51,12.54,7.7,6.43,5.62,5.05,6.56,5.8,8.14,9.45,8.77,10.03,3.87,1.68,14.88,15.84,10.3,4.94,6.71,5.09,4.4,2.41,10.71,13.38,16.51,7.56,15.47,14.06,12.44,6.32,5.34,4.95,0.36,0.44,1.27,0.67,0.08,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-19 02:00 - 04:00,241.46,0.09,0.1,0.64,0.43,0.16,0.15,0.0,0.0,1.13,1.38,0.02,0.19,-,0.07,0.18,0.3,0.29,0.32,0.33,1.37,1.1,0.11,0.13,0.41,0.62,1.4,2.1,0.21,0.2,-,1.27,0.29,0.3,0.29,0.59,2.67,2.81,3.66,2.4,0.15,0.24,0.0,0.0,0.06,0.0,0.01,0.0,3.16,2.24,0.09,0.16,2.42,2.42,0.01,0.0,1.06,1.61,0.1,0.12,0.3,-,0.0,0.0,0.04,0.0,0.02,0.0,0.05,0.0,0.06,1.24,0.0,1.91,0.03,-,1.4,1.85,0.3,0.17,-,-,0.13,0.26,0.2,0.04,0.07,-,0.25,0.22,0.24,0.36,0.01,0.02,0.19,0.0,0.02,0.03,0.21,0.19,0.14,0.06,0.02,0.01,0.97,1.65,4.1,4.85,4.74,3.01,3.14,4.05,3.24,4.34,-,1.33,1.13,0.35,3.47,3.47,4.49,5.21,4.0,3.41,3.11,2.79,1.51,2.53,2.97,2.67,3.12,5.26,3.07,2.61,2.7,2.29,2.66,2.99,3.74,4.05,3.56,4.09,1.42,0.78,6.53,6.85,4.07,1.86,2.52,2.12,1.68,0.87,3.84,5.44,6.16,3.52,6.52,5.84,4.61,2.6,2.57,1.99,0.19,0.2,0.61,0.32,0.04,0.02,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-19 04:00 - 06:00,146.89,0.13,0.05,0.51,0.46,0.14,0.08,0.0,0.0,0.83,1.03,0.02,0.15,-,0.07,0.12,0.3,0.25,0.21,0.21,1.16,0.86,0.1,0.13,0.48,0.44,0.8,1.17,0.17,0.19,-,0.8,0.11,0.12,0.24,0.32,1.47,1.41,1.64,1.12,0.12,0.19,0.0,0.0,0.07,0.0,0.01,0.0,1.62,1.13,0.1,0.14,1.54,1.8,0.01,0.0,0.72,1.41,0.05,0.08,0.28,-,0.0,0.0,0.04,0.0,0.02,0.0,0.04,0.0,0.03,0.91,0.0,1.06,0.0,-,0.78,1.08,0.16,0.13,-,-,0.11,0.28,0.11,0.03,0.04,-,0.22,0.31,0.21,0.21,0.0,0.02,0.13,0.0,0.02,0.02,0.25,0.19,0.13,0.05,0.01,0.01,0.4,0.74,2.56,3.29,3.49,1.51,2.15,2.32,2.63,2.96,-,1.2,0.72,0.45,2.72,2.72,3.08,3.71,2.88,2.18,1.98,1.61,0.97,1.48,2.05,1.59,1.69,3.24,1.8,1.71,1.46,1.3,1.56,1.71,2.36,2.0,2.01,2.59,1.09,0.61,3.3,3.45,2.42,1.4,1.6,1.25,1.26,0.75,2.14,2.57,3.4,1.38,2.97,3.0,2.14,1.1,1.19,0.98,0.1,0.13,0.37,0.24,0.05,0.02,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-19 06:00 - 08:00,424.41,0.19,0.2,0.95,1.01,0.37,0.3,0.0,0.0,2.09,2.36,0.05,0.39,-,0.24,0.38,0.96,0.73,0.65,0.73,3.35,2.7,0.18,0.22,1.08,1.17,2.61,3.7,0.43,0.45,-,2.44,0.44,0.5,0.45,0.89,5.07,4.65,4.6,3.36,0.38,0.4,0.0,0.0,0.11,0.0,0.04,0.0,5.29,3.34,0.13,0.26,5.33,5.31,0.0,0.0,2.19,3.01,0.28,0.3,0.34,-,0.0,0.01,0.14,0.0,0.05,0.0,0.17,0.0,0.07,2.6,0.0,3.48,0.04,-,2.12,2.47,0.37,0.37,-,-,0.27,0.66,0.47,0.08,0.2,-,0.59,0.72,0.57,0.61,0.01,0.04,0.31,0.0,0.03,0.06,0.5,0.28,0.36,0.14,0.03,0.03,1.43,2.27,7.72,9.45,8.81,4.3,5.74,7.83,7.22,8.36,-,3.12,2.31,1.03,7.61,7.61,8.37,10.12,7.9,6.23,5.44,5.43,2.83,4.05,5.24,4.85,5.23,10.34,5.57,4.86,3.4,3.97,3.74,4.46,5.99,6.57,6.34,7.27,2.72,1.46,10.09,10.04,7.63,3.78,4.45,6.59,3.49,2.06,6.57,8.13,9.82,4.03,8.36,8.72,6.86,3.58,3.38,3.06,0.38,0.35,0.94,0.33,0.07,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-19 08:00 - 10:00,587.17,0.26,0.23,1.54,1.46,0.62,0.4,0.0,0.0,2.99,3.31,0.07,0.53,-,0.37,0.6,1.11,0.88,0.98,0.98,4.42,3.53,0.24,0.24,1.3,1.51,3.66,4.87,0.51,0.64,-,3.21,0.62,0.72,0.61,1.15,7.11,6.62,6.46,4.68,0.55,0.48,0.0,0.0,0.12,0.0,0.06,0.0,7.21,4.64,0.2,0.34,7.02,7.4,0.0,0.01,3.19,4.3,0.38,0.37,0.48,-,0.0,0.01,0.2,0.0,0.07,0.0,0.22,0.0,0.39,3.72,0.0,4.93,0.03,-,2.95,3.48,0.52,0.53,-,-,0.32,0.86,0.6,0.12,0.22,-,0.71,0.94,0.86,1.04,0.03,0.02,0.44,0.0,0.04,0.09,0.74,0.38,0.49,0.23,0.04,0.05,2.02,3.44,10.34,12.45,11.68,6.0,8.41,9.75,9.67,11.78,-,3.88,3.12,1.38,10.14,10.14,12.12,14.57,10.46,9.18,7.48,6.82,3.86,5.63,7.42,6.78,8.3,12.93,7.63,6.53,4.61,5.23,5.02,5.68,7.52,8.19,8.51,9.97,3.45,1.69,14.27,14.04,11.17,5.22,4.45,9.24,5.05,3.04,9.11,11.51,15.17,5.97,12.6,12.49,10.77,5.75,5.25,4.6,0.69,0.53,1.21,0.56,0.14,0.08,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-19 10:00 - 12:00,640.97,0.28,0.2,1.65,1.51,0.62,0.48,0.0,0.0,3.07,3.61,0.08,0.63,-,0.39,0.66,1.21,1.15,1.0,1.09,4.73,3.72,0.27,0.31,1.43,1.69,4.07,5.37,0.67,0.71,-,3.69,0.67,0.71,0.64,1.15,7.63,6.87,7.08,4.98,0.63,0.66,0.0,0.0,0.13,0.0,0.08,0.0,7.82,5.19,0.2,0.38,7.86,7.81,0.01,0.01,3.31,4.55,0.5,0.42,0.5,-,0.0,0.01,0.2,0.0,0.12,0.0,0.22,0.0,0.15,4.15,0.0,5.23,0.03,-,3.59,3.91,0.57,0.53,-,-,0.36,0.96,0.79,0.17,0.22,-,0.72,1.01,0.93,1.1,0.01,0.03,0.44,0.0,0.05,0.08,0.74,0.45,0.49,0.22,0.04,0.05,2.23,3.66,11.56,13.76,12.85,6.89,9.69,10.8,9.75,12.11,-,4.12,3.34,1.59,11.01,11.01,12.66,15.39,11.86,9.96,7.89,7.52,3.96,6.07,7.81,7.01,8.3,14.37,7.93,6.75,5.36,5.68,5.88,6.11,8.12,8.92,9.57,10.9,3.85,1.87,15.73,15.22,12.44,5.89,2.48,10.06,5.38,3.38,10.67,13.19,16.9,6.96,14.29,14.71,12.46,6.72,5.68,5.27,0.7,0.61,1.49,0.74,0.16,0.07,0.0,-,-,-,-,-,-,0.0,0.0
